房源名称,房源id,经度,纬度,所在省份,所在城市,主城市,下辖区,楼盘id,成交日期,成交价格（万）,成交均价（元/平）,挂牌价格（万）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）
静安新城十一区,107101389518,121.384359,31.166085,上海,上海,闵行区,静安新城,5011000003667,2019.06.29,297,44763,305,2室1厅1厨1卫,高楼层(共6层),66.35㎡,平层,暂无数据,板楼,南,1905年,毛坯,砖混结构,,一梯两户,70年,无,107101389518,商品房,2019/6/3,普通住宅,暂无数据,共有,27,1,18,26,809
大上海国际花园五区,107101479347,121.383597,31.167163,上海,上海,闵行区,静安新城,5011000005274,2019.06.29,565,52647,598,3室2厅1厨2卫,高楼层(共7层),107.32㎡,暂无数据,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101479347,商品房,2019/6/29,普通住宅,暂无数据,共有,1,0,1,2,23
好世凤凰城,107101238918,121.398349,31.096778,上海,上海,闵行区,颛桥,5011000015536,2019.06.29,508,50382,520,2室2厅1厨1卫,低楼层(共5层),100.83㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,无,107101238918,商品房,2019/4/19,普通住宅,暂无数据,共有,72,1,28,39,1788
万兆家园(一期),107101394769,121.357699,31.154624,上海,上海,闵行区,七宝,5011000013955,2019.06.29,363,48093,380,2室1厅1厨1卫,高楼层(共6层),75.48㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101394769,商品房,2019/6/5,普通住宅,暂无数据,共有,25,0,26,18,703
景江苑A区,107101430902,121.49873,31.08574,上海,上海,闵行区,浦江,5020026797747380,2019.06.29,314,34658,325,2室1厅1厨1卫,中楼层(共5层),90.6㎡,平层,暂无数据,板楼,南 北,1905年,精装,钢混结构,,一梯三户,70年,无,107101430902,商品房,2019/6/15,普通住宅,暂无数据,共有,15,1,5,35,744
景舒苑六村,107101427483,121.4975751,31.08083984,上海,上海,闵行区,浦江,5011000003859,2019.06.29,258,34865,270,2室2厅1厨1卫,低楼层(共6层),74㎡,平层,暂无数据,板楼,南,1905年,简装,钢混结构,,一梯两户,未知,无,107101427483,商品房,2019/6/14,普通住宅,暂无数据,共有,16,0,4,8,355
茂盛花苑,107101374591,121.3436727,31.17584738,上海,上海,闵行区,七宝,5011000017990,2019.06.29,206,38036,215,2室1厅1厨1卫,低楼层(共6层),54.16㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101374591,商品房,2019/5/30,普通住宅,暂无数据,共有,31,1,24,20,696
茂盛城市花园,107101133314,121.368518,31.158899,上海,上海,闵行区,七宝,5011000012355,2019.06.29,518,70959,525,2室1厅1厨1卫,高楼层(共6层),73㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101133314,商品房,2019/3/19,普通住宅,暂无数据,共有,103,1,80,34,3036
龙柏四村三小区,107101457017,121.367813,31.18294,上海,上海,闵行区,龙柏,5011000018708,2019.06.29,255,50227,275,1室1厅1厨1卫,低楼层(共6层),50.77㎡,平层,50.77㎡,板楼,南,1905年,精装,砖混结构,,一梯两户,70年,无,107101457017,商品房,2019/6/22,普通住宅,暂无数据,共有,7,1,1,0,73
聚缘中庭,107101310507,121.552633,31.046929,上海,上海,闵行区,浦江,5011000002296,2019.06.29,195,26352,202,2室1厅1厨1卫,高楼层(共14层),74㎡,平层,暂无数据,板楼,南 北,1905年,毛坯,钢混结构,,一梯四户,未知,有,107101310507,动迁安置房,2019/5/11,普通住宅,暂无数据,非共有,50,1,28,8,603
新梅公寓,107101259038,121.395481,31.128128,上海,上海,闵行区,古美,5011000013434,2019.06.29,493,45426,499,2室2厅1厨2卫,高楼层(共12层),108.53㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,有,107101259038,商品房,2019/4/26,普通住宅,暂无数据,共有,65,0,62,136,2684
龙柏西郊公寓,107101293685,121.366453,31.185144,上海,上海,闵行区,龙柏,5011000013714,2019.06.29,646,53200,660,3室2厅1厨2卫,中楼层(共6层),121.43㎡,平层,暂无数据,板楼,南 北,1905年,简装,钢混结构,,一梯两户,未知,无,107101293685,商品房,2019/5/6,普通住宅,暂无数据,共有,54,0,12,14,1203
平南一二村,107001906621,121.402152,31.159642,上海,上海,闵行区,古美,5011000004258,2019.06.29,385,54610,395,2室1厅1厨1卫,高楼层(共6层),70.5㎡,暂无数据,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯四户,未知,无,107001906621,商品房,2016/6/11,普通住宅,暂无数据,共有,1113,1,96,76,10945
新浦江城(江桦路400弄),107101471594,121.4993961,31.10947267,上海,上海,闵行区,浦江,5011000018811,2019.06.28,349,60622,350,1室1厅0厨1卫,高楼层(共11层),57.57㎡,暂无数据,暂无数据,板楼,南,1905年,其他,钢混结构,,一梯三户,未知,有,107101471594,商品房,2019/6/27,普通住宅,暂无数据,暂无数据,2,0,6,0,4
鸿福新村,107101421154,121.4258551,31.13043836,上海,上海,闵行区,梅陇,5011000007763,2019.06.28,167,43833,170,1室0厅1厨1卫,低楼层(共6层),38.1㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯四户,70年,无,107101421154,商品房,2019/6/12,普通住宅,暂无数据,非共有,17,0,5,4,295
航华一村,107100668584,121.3624675,31.18250242,上海,上海,闵行区,航华,5011000017768,2019.06.28,172,42085,178,1室1厅1厨1卫,高楼层(共6层),40.87㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107100668584,商品房,2018/9/23,普通住宅,暂无数据,共有,279,1,10,23,1553
鑫峰苑,107101467025,121.403442,31.06211,上海,上海,闵行区,颛桥,5011000014839,2019.06.28,458,42019,470,3室2厅1厨2卫,低楼层(共6层),109㎡,暂无数据,暂无数据,板楼,南 北,1905年,毛坯,钢混结构,,一梯两户,未知,无,107101467025,商品房,2019/6/26,普通住宅,暂无数据,共有,3,0,1,0,1
上虹新村,107101162534,121.397172,31.180056,上海,上海,闵行区,金虹桥,5011000014187,2019.06.28,370,48640,390,2室1厅1厨1卫,中楼层(共6层),76.07㎡,平层,7㎡,板楼,南,1905年,简装,砖混结构,,一梯四户,未知,无,107101162534,商品房,2019/3/27,普通住宅,暂无数据,非共有,94,0,16,29,1183
绿梅一村,107101231867,121.376409,31.117984,上海,上海,闵行区,莘庄,5011000010810,2019.06.28,218,45512,240,1室1厅1厨1卫,低楼层(共6层),47.9㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯三户,未知,无,107101231867,商品房,2019/4/17,普通住宅,暂无数据,非共有,73,1,28,10,1463
蔷薇新村,107101398296,121.4414399,31.11932663,上海,上海,闵行区,春申,5011000011738,2019.06.28,227,38384,236,2室1厅1厨1卫,高楼层(共6层),59.14㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯三户,未知,无,107101398296,商品房,2019/6/6,普通住宅,暂无数据,共有,23,1,14,18,698
万乐城(商业类),107002231127,121.452047,31.044624,上海,上海,闵行区,吴泾,5011000000778,2019.06.28,163,37181,170,1室1厅1厨1卫,低楼层(共10层),43.84㎡,平层,暂无数据,塔楼,南,未知,毛坯,钢混结构,,一梯二十八户,50年,有,107002231127,商品房,2017/10/28,商业办公类,暂无数据,共有,609,1,180,17,8974
万泰花园,107101458535,121.363824,31.14832,上海,上海,闵行区,七宝,5011000009590,2019.06.28,345,52218,355,2室1厅1厨1卫,高楼层(共6层),66.07㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101458535,商品房,2019/6/23,普通住宅,暂无数据,共有,6,1,3,3,136
凤庆小区,107101135823,121.4086935,31.0194971,上海,上海,闵行区,老闵行,5011000012733,2019.06.28,163,30732,168,2室1厅1厨1卫,中楼层(共5层),53.04㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,70年,无,107101135823,商品房,2019/3/20,普通住宅,暂无数据,非共有,101,0,107,197,3076
万科假日风景(公寓),107101446549,121.408006,31.111525,上海,上海,闵行区,莘庄,5011000017605,2019.06.27,760,61275,795,3室2厅1厨2卫,低楼层(共6层),124㎡,暂无数据,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107101446549,商品房,2019/6/19,普通住宅,暂无数据,共有,9,1,9,6,58
君莲新城广润苑,107101425456,121.426093,31.090359,上海,上海,闵行区,颛桥,5011000003777,2019.06.27,372,43514,372,2室2厅1厨1卫,中楼层(共11层),85.49㎡,平层,85㎡,板楼,南,1905年,精装,钢混结构,,一梯四户,未知,有,107101425456,商品房,2019/6/13,普通住宅,暂无数据,非共有,15,0,7,7,705
东方明珠小区,107101219833,121.4105029,31.19641849,上海,上海,闵行区,金虹桥,5011000013741,2019.06.27,520,61590,530,2室2厅1厨1卫,中楼层(共6层),84.43㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,70年,无,107101219833,商品房,2019/4/13,普通住宅,暂无数据,共有,75,1,29,71,1820
万科城市花园,107101470595,121.349568,31.164839,上海,上海,闵行区,七宝,5011000018313,2019.06.27,250,34158,250,2室2厅1厨1卫,中楼层(共7层),73.19㎡,暂无数据,暂无数据,板楼,南,1905年,其他,钢混结构,,一梯两户,未知,有,107101470595,商品房,2019/6/26,普通住宅,暂无数据,暂无数据,1,0,0,0,1
三佳花苑,107101437519,121.367676,31.161756,上海,上海,闵行区,七宝,5011000014701,2019.06.27,354,83590,358,1室1厅1厨1卫,高楼层(共6层),42.35㎡,暂无数据,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯四户,未知,无,107101437519,商品房,2019/6/16,普通住宅,暂无数据,共有,11,1,4,5,263
黎安一村,107101127096,121.377155,31.134106,上海,上海,闵行区,莘庄,5011000009594,2019.06.27,309,36512,320,2室1厅2厨1卫,高楼层(共6层),84.63㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101127096,商品房,2019/3/17,普通住宅,暂无数据,共有,103,0,14,54,2530
浦江坤庭—璞御,107002292137,121.4965223,31.09800786,上海,上海,闵行区,浦江,5011000004893,2019.06.27,721,50775,730,3室2厅1厨2卫,高楼层(共5层),142㎡,平层,暂无数据,板楼,南,1905年,毛坯,钢混结构,,一梯两户,未知,无,107002292137,商品房,2017/12/14,普通住宅,暂无数据,共有,561,1,121,81,7075
凤庆小区,107101404242,121.4086935,31.0194971,上海,上海,闵行区,老闵行,5011000012733,2019.06.27,119,27785,126,1室1厅1厨1卫,中楼层(共5层),42.83㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯四户,未知,无,107101404242,商品房,2019/6/7,普通住宅,暂无数据,非共有,20,0,4,5,100
静安新城五区,107101437189,121.389885,31.169434,上海,上海,闵行区,静安新城,5011000003674,2019.06.27,303,59273,320,1室1厅1厨1卫,中楼层(共6层),51.12㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯三户,未知,无,107101437189,商品房,2019/6/16,普通住宅,暂无数据,非共有,11,0,3,9,447
万科阳光苑,107101352568,121.4744478,31.04698462,上海,上海,闵行区,吴泾,5011000017318,2019.06.27,366,40731,380,3室2厅1厨1卫,中楼层(共14层),89.86㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,有,107101352568,商品房,2019/5/24,普通住宅,暂无数据,共有,34,0,10,0,1
鑫都城仁和花苑,107101059710,121.3996548,31.06452359,上海,上海,闵行区,颛桥,5011000011983,2019.06.27,586,32556,700,4室3厅1厨3卫,高楼层(共4层),180㎡,复式,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107101059710,商品房,2019/2/27,普通住宅,暂无数据,共有,121,1,4,13,854
未名园,107101465113,121.410943,31.126243,上海,上海,闵行区,梅陇,5011000018219,2019.06.26,32,10746,35,车位,地下室(共1层),29.78㎡,暂无数据,暂无数据,板楼,南,1905年,其他,钢混结构,,暂无数据,70年,有,107101465113,商品房,2019/6/25,车库,暂无数据,暂无数据,2,0,0,0,1
万源新城南区,107101417479,121.393218,31.176859,上海,上海,闵行区,金虹桥,5011000004714,2019.06.26,476,58708,476,2室2厅1厨1卫,高楼层(共6层),81.08㎡,平层,暂无数据,板楼,南,1905年,毛坯,混合结构,,一梯两户,未知,无,107101417479,商品房,2019/6/11,普通住宅,暂无数据,非共有,16,0,17,1,1
银都新村(8至10区),107101455657,121.401935,31.099706,上海,上海,闵行区,颛桥,5011000014843,2019.06.26,252,45877,252,2室1厅1厨1卫,低楼层(共6层),54.93㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101455657,商品房,2019/6/22,普通住宅,暂无数据,非共有,5,0,6,7,108
合生城邦四街坊,107101155574,121.412023,31.026317,上海,上海,闵行区,老闵行,5017589463167880,2019.06.26,276,38591,290,1室2厅1厨1卫,中楼层(共18层),71.39㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,两梯四户,70年,有,107101155574,商品房,2019/3/25,普通住宅,暂无数据,共有,94,1,37,39,3087
夏朵园,107101320151,121.403224,31.030128,上海,上海,闵行区,老闵行,5011000017935,2019.06.26,285,33140,300,2室2厅1厨1卫,低楼层(共6层),86㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107101320151,商品房,2019/5/14,普通住宅,暂无数据,共有,43,1,11,9,1012
贵峰苑,107101278728,121.403252,31.088754,上海,上海,闵行区,颛桥,5011000014542,2019.06.26,330,45206,338,2室1厅1厨1卫,低楼层(共6层),73㎡,平层,暂无数据,板楼,南 北,1905年,简装,砖混结构,,一梯两户,70年,无,107101278728,商品房,2019/5/2,普通住宅,暂无数据,共有,56,1,16,12,1193
银春小区,107101427293,121.429397,31.037714,上海,上海,闵行区,颛桥,5011000012728,2019.06.26,229,34634,235,2室1厅1厨1卫,低楼层(共6层),66.12㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107101427293,商品房,2019/6/14,普通住宅,暂无数据,共有,13,0,2,12,323
合生城邦四街坊,107101154626,121.412023,31.026317,上海,上海,闵行区,老闵行,5017589463167880,2019.06.26,316,34764,333,2室2厅1厨1卫,低楼层(共18层),90.9㎡,平层,暂无数据,板楼,南 北,1905年,精装,钢混结构,,两梯四户,70年,有,107101154626,商品房,2019/3/25,普通住宅,暂无数据,共有,94,1,12,73,2338
新时代花园,107101264063,121.394786,31.146849,上海,上海,闵行区,古美,5011000015176,2019.06.26,830,63749,850,3室2厅1厨2卫,低楼层(共12层),130.2㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,有,107101264063,商品房,2019/4/27,普通住宅,暂无数据,共有,61,1,27,53,1723
凤庆小区,107101359984,121.4086935,31.0194971,上海,上海,闵行区,老闵行,5011000012733,2019.06.26,163,31880,166,2室1厅1厨1卫,低楼层(共5层),51.13㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101359984,商品房,2019/5/26,普通住宅,暂无数据,共有,31,0,7,35,629
银春小区,107100309865,121.429397,31.037714,上海,上海,闵行区,颛桥,5011000012728,2019.06.26,253,34084,262,2室1厅1厨1卫,中楼层(共6层),74.23㎡,平层,暂无数据,板楼,南,1905年,毛坯,钢混结构,,一梯两户,未知,无,107100309865,商品房,2018/5/22,普通住宅,暂无数据,共有,401,1,53,9,4610
航华二村信利苑,107101460075,121.3537343,31.17719895,上海,上海,闵行区,航华,5011000014016,2019.06.26,234,45105,235,1室1厅1厨1卫,低楼层(共6层),51.88㎡,暂无数据,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,70年,无,107101460075,商品房,2019/6/23,普通住宅,暂无数据,共有,3,0,4,2,81
聚缘中庭,107101234490,121.552633,31.046929,上海,上海,闵行区,浦江,5011000002296,2019.06.26,173,30746,175,1室1厅1厨1卫,高楼层(共14层),56.17㎡,平层,56.17㎡,板楼,南,1905年,毛坯,钢混结构,,一梯四户,未知,有,107101234490,商品房,2019/4/18,普通住宅,暂无数据,非共有,70,0,31,11,1830
贵峰苑,107101428826,121.403252,31.088754,上海,上海,闵行区,颛桥,5011000014542,2019.06.26,285,42468,290,2室1厅1厨1卫,中楼层(共6层),67.11㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101428826,商品房,2019/6/14,普通住宅,暂无数据,非共有,12,0,10,6,233
正峰苑,107101401538,121.390772,31.097566,上海,上海,闵行区,颛桥,5011000009473,2019.06.26,380,43251,390,2室2厅1厨1卫,高楼层(共6层),87.86㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,无,107101401538,商品房,2019/6/7,普通住宅,暂无数据,共有,19,0,7,6,460
南郊别墅(公寓),107101316421,121.379396,31.092945,上海,上海,闵行区,颛桥,5011000002665,2019.06.26,570,49665,600,3室2厅1厨1卫,中楼层(共5层),114.77㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107101316421,商品房,2019/5/13,普通住宅,暂无数据,共有,44,0,3,0,2
绿地旭辉e天地,107101208201,121.298002,31.213948,上海,上海,闵行区,华漕,5011102208090,2019.06.26,163,30186,168,1室1厅1厨1卫,高楼层(共11层),54㎡,平层,暂无数据,塔楼,南,未知,毛坯,钢混结构,,一梯二十二户,50年,暂无数据,107101208201,商品房,2019/4/10,商业办公类,暂无数据,共有,77,1,10,4,1208
兰坪二村,107101346808,121.425682,31.01051056,上海,上海,闵行区,老闵行,5011000012414,2019.06.25,249,26922,260,2室2厅1厨1卫,高楼层(共6层),92.49㎡,暂无数据,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101346808,商品房,2019/5/22,普通住宅,暂无数据,共有,35,0,2,7,446
莲浦府邸(公寓),107101398542,121.3737137,31.14501541,上海,上海,闵行区,七宝,5011102207236,2019.06.25,805,69385,850,2室2厅1厨2卫,中楼层(共11层),116.02㎡,平层,暂无数据,板楼,南 北,1905年,精装,钢混结构,,一梯两户,未知,有,107101398542,商品房,2019/6/6,普通住宅,暂无数据,非共有,20,0,6,11,456
京浦花园,107001701969,121.436671,31.019729,上海,上海,闵行区,老闵行,5011000014152,2019.06.25,295,37248,310,2室1厅1厨1卫,高楼层(共6层),79.2㎡,暂无数据,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107001701969,商品房,2017/4/27,普通住宅,暂无数据,共有,789,1,60,183,11820
兴银花园,107100955911,121.4077267,31.08666845,上海,上海,闵行区,颛桥,5011000014563,2019.06.25,266,37465,275,2室1厅1厨1卫,低楼层(共6层),71㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,70年,无,107100955911,商品房,2019/1/11,普通住宅,暂无数据,共有,166,1,35,39,3665
白雪公主,107101099727,121.363617,31.144848,上海,上海,闵行区,七宝,5011000018240,2019.06.25,523,54468,550,2室2厅1厨1卫,高楼层(共11层),96.02㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,有,107101099727,商品房,2019/3/9,普通住宅,暂无数据,共有,108,1,45,28,2312
中冶锦城,107101454615,121.426022,31.10002,上海,上海,闵行区,春申,5011000003714,2019.06.25,515,42928,520,3室2厅1厨2卫,高楼层(共11层),119.97㎡,暂无数据,暂无数据,板楼,南,1905年,毛坯,钢混结构,,一梯三户,70年,有,107101454615,动迁安置房,2019/6/22,普通住宅,暂无数据,共有,3,0,3,7,80
罗秀苑,107101403051,121.417028,31.136063,上海,上海,闵行区,梅陇,5011000016671,2019.06.25,411,49046,435,2室2厅1厨1卫,低楼层(共6层),83.8㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101403051,商品房,2019/6/7,普通住宅,暂无数据,共有,18,1,8,9,517
锦绣江南(二期),107101438644,121.383377,31.176296,上海,上海,闵行区,金汇,5011000002513,2019.06.25,990,64944,1020,4室2厅1厨2卫,中楼层(共11层),152.44㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,有,107101438644,商品房,2019/6/17,普通住宅,暂无数据,非共有,8,0,8,5,86
金坤花园,107101450021,121.379814,31.185505,上海,上海,闵行区,金汇,5011000014235,2019.06.25,516,52783,525,2室2厅1厨1卫,中楼层(共6层),97.76㎡,平层,暂无数据,板楼,南 北,1905年,精装,砖混结构,,一梯两户,未知,无,107101450021,商品房,2019/6/20,普通住宅,暂无数据,非共有,5,0,14,7,215
古北新城,107101408630,121.408729,31.188058,上海,上海,闵行区,金虹桥,5011000016470,2019.06.24,552,55539,560,2室2厅1厨1卫,低楼层(共25层),99.39㎡,平层,暂无数据,板塔结合,南,1905年,简装,钢混结构,,两梯六户,未知,有,107101408630,商品房,2019/6/9,普通住宅,暂无数据,共有,16,0,7,16,381
汇秀景苑三街坊,107101399198,121.549864,31.045579,上海,上海,闵行区,浦江,5020026763138610,2019.06.24,152,27192,153,1室1厅1厨1卫,低楼层(共11层),55.9㎡,暂无数据,暂无数据,板楼,南,1905年,毛坯,钢混结构,,一梯四户,未知,有,107101399198,商品房,2019/6/6,普通住宅,暂无数据,共有,19,0,2,19,482
华漕新村,107101341833,121.3349316,31.23330047,上海,上海,闵行区,华漕,5011000012359,2019.06.24,210,31241,236,2室1厅1厨1卫,高楼层(共6层),67.22㎡,平层,暂无数据,板楼,南,1905年,其他,砖混结构,,一梯两户,未知,无,107101341833,商品房,2019/5/21,普通住宅,暂无数据,暂无数据,35,1,1,10,703
古美三村,107101329388,121.408774,31.147593,上海,上海,闵行区,古美,5011000012380,2019.06.24,413,51369,415,3室1厅1厨1卫,中楼层(共6层),80.4㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101329388,商品房,2019/5/17,普通住宅,暂无数据,非共有,39,0,49,32,1384
银都新村(1至7区),107101440902,121.4027955,31.10103285,上海,上海,闵行区,颛桥,5011102206965,2019.06.24,250,44043,256,2室1厅1厨1卫,高楼层(共6层),56.65㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,70年,无,107101440902,商品房,2019/6/17,普通住宅,暂无数据,共有,7,0,3,7,239
华江小区,107101262391,121.429404,31.00710361,上海,上海,闵行区,老闵行,5011000009478,2019.06.24,110,32192,112,1室1厅1厨1卫,高楼层(共6层),34.17㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯四户,未知,无,107101262391,商品房,2019/4/26,普通住宅,暂无数据,共有,59,1,3,26,1022
万科假日风景(公寓),107101014325,121.408006,31.111525,上海,上海,闵行区,莘庄,5011000017605,2019.06.24,590,64936,611,2室2厅1厨1卫,低楼层(共6层),90.86㎡,平层,暂无数据,板楼,南,1905年,简装,钢混结构,,一梯两户,未知,无,107101014325,商品房,2019/2/15,普通住宅,暂无数据,共有,130,1,83,19,1785
普乐三村,107101315602,121.4315016,31.12394982,上海,上海,闵行区,春申,5011000012848,2019.06.24,303,35723,310,3室2厅1厨1卫,高楼层(共6层),84.82㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101315602,商品房,2019/5/13,普通住宅,暂无数据,共有,43,0,16,17,921
春申府邸,107101302171,121.392164,31.101974,上海,上海,闵行区,莘庄,5011000012320,2019.06.24,550,51059,557,3室2厅1厨1卫,中楼层(共11层),107.72㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯三户,70年,有,107101302171,商品房,2019/5/9,普通住宅,暂无数据,共有,47,1,27,55,1496
莘南花苑二村,107101405446,121.404873,31.115549,上海,上海,闵行区,莘庄,5011000002378,2019.06.24,366,53478,375,2室1厅1厨1卫,中楼层(共6层),68.44㎡,平层,暂无数据,板楼,南,1905年,毛坯,砖混结构,,一梯两户,未知,无,107101405446,商品房,2019/6/8,普通住宅,暂无数据,共有,17,1,40,16,1027
江南星城(一期),107101316921,121.393657,31.142667,上海,上海,闵行区,古美,5011000012423,2019.06.24,520,58454,555,2室2厅1厨1卫,中楼层(共5层),88.96㎡,暂无数据,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,无,107101316921,商品房,2019/5/13,普通住宅,暂无数据,非共有,42,1,82,83,1586
流晶逸彩,107100999122,121.3889,31.191081,上海,上海,闵行区,金虹桥,5011000017647,2019.06.24,615,56433,635,3室2厅1厨1卫,高楼层(共11层),108.98㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯三户,未知,有,107100999122,商品房,2019/2/11,普通住宅,暂无数据,共有,133,1,89,116,4132
金硕河畔景园南区,107101229587,121.540684,31.058567,上海,上海,闵行区,浦江,5020026815573050,2019.06.24,247,31598,249,2室1厅1厨1卫,低楼层(共17层),78.17㎡,平层,暂无数据,板楼,南 北,1905年,精装,钢混结构,,一梯三户,70年,有,107101229587,商品房,2019/4/16,普通住宅,暂无数据,非共有,69,1,9,5,559
新浦江城(江栀路350弄),107101458753,121.502177,31.102308,上海,上海,闵行区,浦江,5011000011264,2019.06.24,541,60098,540,3室2厅1厨1卫,高楼层(共11层),90.02㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯三户,未知,有,107101458753,商品房,2019/6/23,普通住宅,暂无数据,共有,2,0,5,0,1
浦江世博家园十四街坊,107101081106,121.5119275,31.07745545,上海,上海,闵行区,浦江,5011000004615,2019.06.24,510,40107,525,3室2厅1厨2卫,中楼层(共5层),127.16㎡,平层,暂无数据,板楼,南 北,1905年,精装,钢混结构,,一梯两户,未知,无,107101081106,商品房,2019/3/4,普通住宅,暂无数据,共有,113,1,12,25,1837
金塔新村,107101252731,121.4156053,31.04443093,上海,上海,闵行区,颛桥,5011000002755,2019.06.24,182,31011,195,2室1厅1厨1卫,中楼层(共6层),58.69㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯四户,70年,无,107101252731,商品房,2019/4/24,普通住宅,暂无数据,共有,62,1,32,16,1240
三佳花苑,107100968108,121.367676,31.161756,上海,上海,闵行区,七宝,5011000014701,2019.06.24,360,70909,368,2室1厅1厨1卫,高楼层(共6层),50.77㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,70年,无,107100968108,商品房,2019/1/16,普通住宅,暂无数据,共有,159,1,11,15,3582
风度国际,107101444242,121.380697,31.173475,上海,上海,闵行区,金汇,5011000017233,2019.06.24,1085,69838,1111,4室2厅1厨2卫,中楼层(共11层),155.36㎡,暂无数据,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,有,107101444242,商品房,2019/6/19,普通住宅,暂无数据,共有,5,1,6,0,4
万科城市花园,107101261220,121.349568,31.164839,上海,上海,闵行区,七宝,5011000018313,2019.06.24,314,47998,330,2室1厅1厨1卫,中楼层(共12层),65.42㎡,平层,暂无数据,塔楼,北,1905年,精装,钢混结构,,一梯十四户,未知,有,107101261220,商品房,2019/4/26,普通住宅,暂无数据,共有,59,1,66,132,1920
水语人家北苑,107101219429,121.538739,31.053861,上海,上海,闵行区,浦江,5020026842907280,2019.06.24,235,31843,238,2室1厅1厨1卫,低楼层(共11层),73.8㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯四户,未知,有,107101219429,商品房,2019/4/13,普通住宅,暂无数据,非共有,72,1,10,59,1996
夏朵园,107100309947,121.403224,31.030128,上海,上海,闵行区,老闵行,5011000017935,2019.06.24,279,31258,289,2室2厅1厨1卫,低楼层(共6层),89.26㎡,平层,暂无数据,板楼,南,1905年,简装,钢混结构,,一梯两户,未知,无,107100309947,商品房,2018/5/22,普通住宅,暂无数据,共有,398,1,89,139,8304
