房源名称,房源id,经度,纬度,所在省份,所在城市,主城市,下辖区,楼盘id,成交日期,成交价格（万）,成交均价（元/平）,挂牌价格（万）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）
合生城邦四街坊,107100848860,121.412023,31.026317,上海,上海,闵行区,老闵行,5017589463167880,2019.05.10,333,36390,348,2室2厅1厨1卫,低楼层(共16层),91.51㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,两梯三户,70年,有,107100848860,商品房,2018/11/30,普通住宅,暂无数据,非共有,162,1,14,51,3393
保利佳苑,107100161009,121.3867729,31.02583567,上海,上海,闵行区,老闵行,5011063202291,2019.05.10,220,30480,225,2室1厅1厨1卫,高楼层(共18层),72.18㎡,平层,暂无数据,板楼,南,1905年,毛坯,钢混结构,,十五梯四户,未知,有,107100161009,动迁安置房,2018/4/1,普通住宅,暂无数据,非共有,405,1,103,123,9571
嘉富丽苑,107100963499,121.368228,31.189093,上海,上海,闵行区,龙柏,5011000015736,2019.05.10,409,63967,425,1室1厅1厨1卫,高楼层(共11层),63.94㎡,平层,63.94㎡,板楼,南,1905年,精装,钢混结构,,两梯四户,70年,有,107100963499,商品房,2019/1/14,普通住宅,暂无数据,非共有,117,1,21,54,3478
广海花园,107100603836,121.361066,31.151143,上海,上海,闵行区,七宝,5011000015782,2019.05.10,335,49874,345,2室1厅1厨1卫,高楼层(共6层),67.17㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107100603836,商品房,2018/9/1,普通住宅,暂无数据,共有,252,1,30,56,6259
虹梅路2669弄,107101024753,121.399047,31.182446,上海,上海,闵行区,金虹桥,5011000011583,2019.05.10,259,43017,273,2室1厅1厨1卫,高楼层(共6层),60.21㎡,暂无数据,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯三户,70年,无,107101024753,商品房,2019/2/17,普通住宅,暂无数据,共有,82,1,24,130,2070
高兴花园,107101080546,121.409033,31.117302,上海,上海,闵行区,春申,5011000014981,2019.05.10,293,43280,296,2室1厅1厨1卫,高楼层(共6层),67.7㎡,平层,67㎡,板楼,南 北,1905年,简装,砖混结构,,一梯四户,70年,无,107101080546,商品房,2019/3/3,普通住宅,暂无数据,共有,68,1,73,71,3611
上海康城,107001112599,121.362808,31.10631595,上海,上海,闵行区,莘庄,5011102207057,2019.05.10,547,20082,570,6室2厅1厨4卫,低楼层(共16层),272.39㎡,暂无数据,暂无数据,板楼,南,1905年,精装,钢混结构,,两梯三户,未知,有,107001112599,商品房,2017/12/8,普通住宅,暂无数据,共有,519,1,93,418,14766
瑞和新苑江航路60弄,107101192907,121.545257,31.053874,上海,上海,闵行区,浦江,5020026855491750,2019.05.10,243,32021,248,2室2厅1厨1卫,高楼层(共17层),75.89㎡,平层,75㎡,板楼,南,1905年,精装,钢混结构,,一梯三户,未知,有,107101192907,商品房,2019/4/5,普通住宅,暂无数据,共有,36,0,3,30,1070
银河新都,107101131033,121.420436,31.100047,上海,上海,闵行区,春申,5011000014004,2019.05.10,318,44258,329,2室1厅1厨1卫,中楼层(共10层),71.74㎡,暂无数据,暂无数据,板楼,南 北,1905年,精装,钢混结构,,一梯四户,未知,有,107101131033,商品房,2019/3/18,普通住宅,暂无数据,共有,54,0,17,10,1161
丹桂花园,107101210897,121.360219,31.17924664,上海,上海,闵行区,航华,5011000013384,2019.05.10,369,42884,390,3室1厅1厨1卫,高楼层(共6层),86㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,70年,无,107101210897,商品房,2019/4/11,普通住宅,暂无数据,共有,29,1,7,8,868
浦江瑞和城,107101249200,121.522994,31.032614,上海,上海,闵行区,浦江,5011063203742,2019.05.10,232,29117,235,2室2厅1厨1卫,中楼层(共18层),79.68㎡,平层,暂无数据,板楼,南 北,1905年,简装,钢混结构,,一梯四户,70年,暂无数据,107101249200,商品房,2019/4/22,普通住宅,暂无数据,非共有,18,0,7,32,645
万科假日风景(公寓),107101211553,121.408006,31.111525,上海,上海,闵行区,莘庄,5011000017605,2019.05.09,866,62709,875,3室2厅1厨2卫,中楼层(共11层),138.1㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,有,107101211553,商品房,2019/4/11,普通住宅,暂无数据,共有,29,0,34,28,1186
柏林春天（一期）,107101270342,121.399797,31.105832,上海,上海,闵行区,莘庄,5011000015033,2019.05.09,505,56274,520,2室2厅1厨1卫,中楼层(共14层),89.74㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯三户,70年,有,107101270342,商品房,2019/4/29,普通住宅,暂无数据,非共有,11,0,9,1,8
佳宝新村,107101170160,121.351008,31.160177,上海,上海,闵行区,七宝,5011000001540,2019.05.09,298,45882,315,2室1厅1厨1卫,中楼层(共6层),64.95㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101170160,商品房,2019/3/30,普通住宅,暂无数据,非共有,41,0,40,59,1820
